"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
2782,"3238","Mitchell-Lee","Customizable leadingedge model","2200","2200","successful",166,"US","USD","2021-07-03","2021-07-22","cat2","subcat2","3238","Giuliano","Bolzmann","giuliano.bolzmann@pacillo.it"
2089,"2059","Davis Ltd","Upgradable uniform service-desk","3500","3500","successful",100,"AU","AUD","2021-04-22","2021-07-19","cat2","subcat18","2059","Alwine","Kostolzin","alwine.kostolzin@holloway.com"
2607,"5238","Rowland PLC","Inverse client-driven product","5600","5600","successful",235,"US","USD","2020-07-22","2021-07-15","cat4","subcat4","5238","Giacinto","Briggs","giacinto.briggs@yahoo.co.uk"
2464,"2578","Shaffer-Mason","Managed bandwidth-monitored system engine","1100","1100","successful",148,"US","USD","2021-09-27","2021-11-24","cat2","subcat2","2578","Holly","Negrete","holly.negrete@hotmail.com"
335,"4789","Matthews LLC","Advanced transitional help-desk","3900","3900","successful",198,"US","USD","2020-09-05","2021-04-21","cat2","subcat8","4789","Mark","Trapanese","mark.trapanese@gmail.com"
1973,"2357","Montgomery-Castro","De-engineered disintermediate encryption","43800","43800","failed",248,"AU","AUD","2021-01-26","2022-01-18","cat5","subcat23","2357","Alyssa","Brun","alyssa.brun@chittolini-spadafora.it"
1006,"1235","Hale, Pearson and Jenkins","Upgradable attitude-oriented project","97200","97200","failed",513,"US","USD","2020-12-17","2021-05-27","cat6","subcat19","1235","Cristina","Chevalier","cristina.chevalier@proyectos.com"
2678,"3558","Ramirez-Calderon","Fundamental zero tolerance alliance","4800","4800","successful",150,"US","USD","2020-10-01","2021-08-11","cat4","subcat4","3558","Shannon","Lefevre","shannon.lefevre@gmail.com"
2103,"1707","Johnson-Morales","Devolved 24hour forecast","125600","125600","failed",3410,"US","USD","2021-01-26","2021-01-30","cat7","subcat12","1707","Logan","Hornich","logan.hornich@tin.it"
627,"2842","Mathis-Rodriguez","User-centric attitude-oriented intranet","4300","4300","successful",216,"IT","EUR","2021-02-17","2021-06-02","cat4","subcat4","2842","Rosalia","Toro","rosalia.toro@free.fr"
2242,"5318","Smith, Mack and Williams","Self-enabling 5thgeneration paradigm","5600","5600","canceled",26,"US","USD","2020-07-04","2021-02-14","cat4","subcat4","5318","Reiner","Poerio","reiner.poerio@yahoo.com"
2711,"1620","Johnson-Pace","Persistent 3rdgeneration moratorium","149600","149600","successful",5139,"US","USD","2021-07-10","2022-01-12","cat2","subcat8","1620","Valentina","Pages","valentina.pages@hotmail.de"
1210,"4998","Meza, Kirby and Patel","Cross-platform empowering project","53100","53100","successful",2353,"US","USD","2021-04-12","2021-04-21","cat4","subcat4","4998","Enrico","Fabre","enrico.fabre@gmail.com"
692,"3111","Gonzalez-Snow","Polarized user-facing interface","5000","5000","successful",78,"IT","EUR","2020-12-21","2021-12-01","cat3","subcat3","3111","Sevim","Begue","sevim.begue@yahoo.com.au"
864,"1424","Murphy LLC","Customer-focused non-volatile framework","9400","9400","failed",10,"US","USD","2021-02-21","2021-06-16","cat2","subcat2","1424","Sonja","Patberg","sonja.patberg@hotmail.com"
1349,"3244","Taylor-Rowe","Synchronized multimedia frame","110800","110800","failed",2201,"US","USD","2021-06-08","2021-11-23","cat4","subcat4","3244","Christine","Hiller","christine.hiller@yahoo.com"
1582,"4643","Henderson Ltd","Open-architected stable algorithm","93800","93800","failed",676,"US","USD","2020-11-30","2021-05-07","cat4","subcat4","4643","Maik","Beasley","maik.beasley@harper-brooks.biz"
2862,"6132","Moss-Guzman","Cross-platform optimizing website","1300","1300","successful",174,"CH","CHF","2020-09-08","2021-02-13","cat5","subcat11","6132","Elliot","Santana","elliot.santana@gmx.de"
23,"3790","Webb Group","Public-key actuating projection","108700","108700","failed",831,"US","USD","2020-12-18","2021-03-14","cat4","subcat4","3790","Eloy","Renzi","eloy.renzi@gmail.com"
526,"1312","Brooks-Rodriguez","Implemented intangible instruction set","5100","5100","successful",164,"US","USD","2021-02-19","2021-04-09","cat5","subcat7","1312","Wolf","Lutz","wolf.lutz@nichols-jackson.com.au"
2134,"5686","Thomas Ltd","Cross-group interactive architecture","8700","8700","canceled",56,"CH","CHF","2021-11-15","2021-12-26","cat4","subcat4","5686","Giuseppe","Lee","giuseppe.lee@mahe.org"
422,"2111","Williams and Sons","Centralized asymmetric framework","5100","5100","successful",161,"US","USD","2021-03-07","2021-06-15","cat5","subcat11","2111","Angelica","Cuellar","angelica.cuellar@zaguri-bellucci.net"
988,"5685","Vega, Chan and Carney","Down-sized systematic utilization","7400","7400","successful",138,"US","USD","2021-04-18","2021-11-18","cat2","subcat2","5685","Bekir","Normand","bekir.normand@yahoo.de"
812,"1905","Byrd Group","Profound fault-tolerant model","88900","88900","successful",3308,"US","USD","2021-09-25","2021-09-28","cat3","subcat3","1905","Carmine","Gonzales","carmine.gonzales@schleich.net"
1589,"3271","Peterson, Fletcher and Sanchez","Multi-channeled bi-directional moratorium","6700","6700","successful",127,"AU","AUD","2021-10-07","2021-11-16","cat5","subcat11","3271","Marianne","Hubert","marianne.hubert@hotmail.com"
2504,"4178","Smith-Brown","Object-based content-based ability","1500","1500","successful",207,"IT","EUR","2020-12-01","2021-07-19","cat2","subcat18","4178","Gonzalo","Montes","gonzalo.montes@hotmail.com"
1707,"3275","Vance-Glover","Progressive coherent secured line","61200","61200","failed",859,"CA","CAD","2021-02-27","2021-11-06","cat2","subcat2","3275","Shelly","Guichard","shelly.guichard@gmail.com"
3138,"5713","Joyce PLC","Synchronized directional capability","3600","3600","live",31,"US","USD","2020-09-25","2021-05-18","cat5","subcat11","5713","Tobias","Carbajal","tobias.carbajal@live.com"
120,"3339","Kennedy-Miller","Cross-platform composite migration","9000","9000","failed",45,"US","USD","2020-03-08","2021-03-25","cat4","subcat4","3339","Santiago","Berry","santiago.berry@aol.de"
265,"5585","White-Obrien","Operative local pricing structure","185900","185900","canceled",1113,"US","USD","2021-11-26","2021-12-31","cat4","subcat4","5585","Emilio","Davenport","emilio.davenport@zamora-russo.net"
2499,"4407","Stafford, Hess and Raymond","Optional web-enabled extranet","2100","2100","failed",6,"US","USD","2021-09-23","2022-01-18","cat1","subcat1","4407","Maurizio","Gute","maurizio.gute@knight.info"
127,"1941","Jordan, Schneider and Hall","Reduced 6thgeneration intranet","2000","2000","failed",7,"US","USD","2021-08-12","2021-10-04","cat4","subcat4","1941","Nadia","Travaglio","nadia.travaglio@colletti-broggini.com"
1705,"4690","Rodriguez, Cox and Rodriguez","Networked disintermediate leverage","1100","1100","successful",181,"CH","CHF","2020-06-09","2021-05-01","cat6","subcat10","4690","Elisa","Barkholz","elisa.barkholz@sfr.fr"
415,"3607","Welch Inc","Optional optimal website","6600","6600","successful",110,"US","USD","2021-10-06","2021-12-18","cat2","subcat2","3607","Cristal","Mazzini","cristal.mazzini@gmail.com"
3042,"2670","Vasquez Inc","Stand-alone asynchronous functionalities","7100","7100","failed",31,"US","USD","2020-12-02","2021-07-02","cat5","subcat7","2670","Trevor","Granados","trevor.granados@gmail.com"
2098,"5261","Freeman-Ferguson","Profound full-range open system","7800","7800","failed",78,"US","USD","2021-02-10","2021-04-14","cat7","subcat21","5261","Matthieu","Mcdonald","matthieu.mcdonald@morrison.org"
1015,"4121","Houston, Moore and Rogers","Optional tangible utilization","7600","7600","successful",185,"US","USD","2021-08-12","2021-11-23","cat3","subcat3","4121","Juliette","Preston","juliette.preston@gmail.com"
2454,"4620","Small-Fuentes","Seamless maximized product","3400","3400","successful",121,"US","USD","2020-04-11","2021-01-28","cat4","subcat4","4620","Stanislaw","Montalvo","stanislaw.montalvo@mcpherson-hughes.info"
662,"4630","Reid-Day","Devolved tertiary time-frame","84500","84500","failed",1225,"GB","GBP","2021-07-13","2021-08-29","cat4","subcat4","4630","Lilia","Lollobrigida","lilia.lollobrigida@le.com"
751,"3440","Wallace LLC","Centralized regional function","100","100","failed",1,"CH","CHF","2021-06-17","2021-07-16","cat2","subcat2","3440","Brigitta","Shaw","brigitta.shaw@hotmail.co.uk"
2336,"3572","Olson-Bishop","User-friendly high-level initiative","2300","2300","successful",106,"US","USD","2020-11-04","2021-10-29","cat8","subcat15","3572","Rebeca","Frey","rebeca.frey@gerard.fr"
1757,"5306","Rodriguez, Anderson and Porter","Reverse-engineered zero-defect infrastructure","6200","6200","successful",142,"US","USD","2020-09-30","2021-09-07","cat8","subcat15","5306","Nicolas","Palacios","nicolas.palacios@meraz.com"
2779,"5122","Perez, Brown and Meyers","Stand-alone background customer loyalty","6100","6100","successful",233,"US","USD","2020-07-17","2021-07-12","cat4","subcat4","5122","Susanna","Bonneau","susanna.bonneau@klingelhoefer.de"
1698,"1368","English-Mccullough","Business-focused discrete software","2600","2600","successful",218,"US","USD","2021-05-31","2021-09-19","cat2","subcat2","1368","Romina","Valentine","romina.valentine@hotmail.com"
550,"5370","Smith-Nguyen","Advanced intermediate Graphic Interface","9700","9700","failed",67,"AU","AUD","2021-01-18","2021-06-12","cat5","subcat5","5370","Erika","Toussaint","erika.toussaint@sfr.fr"
746,"5636","Harmon-Madden","Adaptive holistic hub","700","700","successful",76,"US","USD","2020-10-04","2021-07-30","cat5","subcat7","5636","Lothar","Laurent","lothar.laurent@garcia.com.au"
906,"6033","Walker-Taylor","Automated uniform concept","700","700","successful",43,"US","USD","2021-05-25","2021-09-11","cat4","subcat4","6033","Chelsea","Verdugo","chelsea.verdugo@campbell.com"
3098,"3599","Harris, Medina and Mitchell","Enhanced regional flexibility","5200","5200","failed",19,"US","USD","2021-01-02","2021-05-11","cat1","subcat1","3599","Ria","Venier","ria.venier@murillo-estevez.com"
1052,"5566","Williams and Sons","Public-key bottom-line algorithm","140800","140800","failed",2108,"CH","CHF","2020-07-12","2021-03-27","cat5","subcat5","5566","Carly","Summers","carly.summers@yahoo.co.uk"
1073,"1873","Ball-Fisher","Multi-layered intangible instruction set","6400","6400","successful",221,"US","USD","2020-08-19","2021-01-28","cat4","subcat4","1873","Pasquale","Tomasini","pasquale.tomasini@hotmail.co.uk"
1327,"3904","Page, Holt and Mack","Fundamental methodical emulation","92500","92500","failed",679,"US","USD","2021-08-01","2021-10-14","cat7","subcat12","3904","Stefani","Ughi","stefani.ughi@hotmail.it"
1849,"4453","Landry Group","Expanded value-added hardware","59700","59700","successful",2805,"CA","CAD","2020-12-17","2021-06-11","cat6","subcat10","4453","Jose","Huang","jose.huang@gmx.de"
1550,"5481","Buckley Group","Diverse high-level attitude","3200","3200","successful",68,"US","USD","2020-11-29","2021-03-01","cat7","subcat12","5481","Petros","Gaona","petros.gaona@googlemail.com"
2139,"2987","Vincent PLC","Visionary 24hour analyzer","3200","3200","failed",36,"DK","DKK","2021-08-13","2021-12-26","cat2","subcat2","2987","Maximilian","Siering","maximilian.siering@gaito-fornaciari.org"
2442,"2431","Watson-Douglas","Centralized bandwidth-monitored leverage","9000","9000","successful",183,"CA","CAD","2021-03-29","2021-11-27","cat2","subcat2","2431","Ermenegildo","Holzapfel","ermenegildo.holzapfel@aol.de"
108,"4158","Jones, Casey and Jones","Ergonomic mission-critical moratorium","2300","2300","successful",133,"US","USD","2020-12-06","2021-02-27","cat4","subcat4","4158","Damien","Leger","damien.leger@dixon.biz"
322,"3753","Alvarez-Bauer","Front-line intermediate moderator","51300","51300","successful",2489,"IT","EUR","2020-10-25","2021-04-24","cat6","subcat10","3753","Zeferino","Barrera","zeferino.barrera@zedillo-velazquez.com"
2060,"4391","Martinez LLC","Automated local secured line","700","700","successful",69,"US","USD","2021-11-10","2022-01-12","cat4","subcat4","4391","Alfred","Pohl","alfred.pohl@fechner.net"
589,"2026","Buck-Khan","Integrated bandwidth-monitored alliance","8900","8900","failed",47,"US","USD","2021-02-02","2021-09-26","cat7","subcat12","2026","Marissa","Gaito","marissa.gaito@reed-campbell.edu"
198,"4547","Valdez, Williams and Meyer","Cross-group heuristic forecast","1500","1500","successful",279,"GB","GBP","2021-02-13","2021-12-04","cat2","subcat2","4547","Ariana","Houston","ariana.houston@hotmail.it"
1485,"2798","Alvarez-Andrews","Extended impactful secured line","4900","4900","successful",210,"US","USD","2021-01-08","2021-11-09","cat5","subcat5","2798","Victor","Jacobs","victor.jacobs@young.com"
2136,"4732","Stewart and Sons","Distributed optimizing protocol","54000","54000","successful",2100,"US","USD","2020-02-17","2021-01-07","cat2","subcat2","4732","Henriette","Lang","henriette.lang@mimun.it"
3200,"5126","Dyer Inc","Secured well-modulated system engine","4100","4100","successful",252,"US","USD","2021-01-01","2021-04-05","cat2","subcat2","5126","Wilfriede","Baca","wilfriede.baca@caraballo.com"
2693,"5151","Anderson, Williams and Cox","Streamlined national benchmark","85000","85000","successful",1280,"US","USD","2020-07-21","2021-03-11","cat6","subcat10","5151","Lucia","Riviere","lucia.riviere@samaniego.biz"
1335,"2134","Solomon PLC","Open-architected 24/7 infrastructure","3600","3600","successful",157,"GB","GBP","2020-05-31","2021-05-13","cat5","subcat13","2134","Gordon","Vigorelli","gordon.vigorelli@solano.com"
1171,"5786","Miller-Hubbard","Digitized 6thgeneration Local Area Network","2800","2800","successful",194,"US","USD","2021-01-30","2021-09-14","cat4","subcat4","5786","Diethard","Salgado","diethard.salgado@gmail.com"
1935,"5515","Miranda, Martinez and Lowery","Innovative actuating artificial intelligence","2300","2300","successful",82,"AU","AUD","2020-09-30","2021-03-29","cat5","subcat7","5515","Sue","Corrales","sue.corrales@cardenas-serna.org"
1097,"4530","Munoz, Cherry and Bell","Cross-platform reciprocal budgetary management","7100","7100","failed",70,"US","USD","2021-02-12","2021-06-29","cat4","subcat4","4530","Arthur","Salazar","arthur.salazar@yahoo.com.au"
1307,"4088","Baker-Higgins","Vision-oriented scalable portal","9600","9600","failed",154,"US","USD","2020-12-17","2021-07-16","cat4","subcat4","4088","Fortunata","Schneider","fortunata.schneider@tiscali.it"
1300,"3667","Johnson, Turner and Carroll","Persevering zero administration knowledge user","121600","121600","failed",22,"US","USD","2021-09-29","2021-11-21","cat4","subcat4","3667","Gretchen","Serna","gretchen.serna@pichon.org"
2587,"3286","Ward PLC","Front-line bottom-line Graphic Interface","97100","97100","successful",4233,"US","USD","2020-05-05","2021-03-12","cat8","subcat15","3286","Egon","Caron","egon.caron@hotmail.com"
964,"4804","Bradley, Beck and Mayo","Synergized fault-tolerant hierarchy","43200","43200","successful",1297,"DK","DKK","2020-10-28","2021-08-14","cat6","subcat19","4804","Roberta","Finzi","roberta.finzi@knight-davies.co.uk"
1093,"5768","Levine, Martin and Hernandez","Expanded asynchronous groupware","6800","6800","successful",165,"DK","DKK","2021-02-01","2021-05-29","cat6","subcat19","5768","Editha","Savage","editha.savage@davies.co.uk"
1199,"6098","Gallegos, Wagner and Gaines","Expanded fault-tolerant emulation","7300","7300","successful",119,"US","USD","2021-06-15","2021-07-20","cat4","subcat4","6098","Allan","Emanuelli","allan.emanuelli@fernandes.org"
2259,"2508","Hodges, Smith and Kelly","Future-proofed 24hour model","86200","86200","failed",1758,"US","USD","2020-05-06","2021-02-09","cat3","subcat3","2508","Laurence","Lucero","laurence.lucero@martin.org"
1169,"5779","Macias Inc","Optimized didactic intranet","8100","8100","failed",94,"US","USD","2020-09-02","2021-08-06","cat2","subcat8","5779","Istvan","Draghi","istvan.draghi@ifrance.com"
2575,"1717","Cook-Ortiz","Right-sized dedicated standardization","17700","17700","successful",1797,"US","USD","2021-06-11","2021-08-22","cat2","subcat18","1717","Luigi","Bonnet","luigi.bonnet@carriera-federico.it"
1889,"3368","Jordan-Fischer","Vision-oriented high-level extranet","6400","6400","successful",261,"US","USD","2021-03-23","2021-09-23","cat4","subcat4","3368","Yuridia","Fantozzi","yuridia.fantozzi@mcdonald.com"
2267,"4265","Pierce-Ramirez","Organized scalable initiative","7700","7700","successful",157,"US","USD","2021-09-19","2021-11-01","cat5","subcat5","4265","Eraldo","Schmiedt","eraldo.schmiedt@hotmail.de"
78,"4455","Howell and Sons","Enhanced regional moderator","116300","116300","successful",3533,"US","USD","2021-05-10","2021-11-19","cat4","subcat4","4455","Antoinette","Cox","antoinette.cox@bustamante.com"
55,"2940","Garcia, Dunn and Richardson","Automated even-keeled emulation","9100","9100","successful",155,"US","USD","2020-10-11","2021-03-10","cat3","subcat3","2940","Cameron","Ocampo","cameron.ocampo@hotmail.com.au"
725,"6144","Lawson and Sons","Reverse-engineered multi-tasking product","1500","1500","successful",132,"IT","EUR","2021-03-21","2021-05-25","cat3","subcat9","6144","Lynn","Lawson","lynn.lawson@leclercq.com"
1927,"3657","Porter-Hicks","De-engineered next generation parallelism","8800","8800","failed",33,"US","USD","2021-02-22","2021-06-21","cat8","subcat15","3657","Natalia","Seifert","natalia.seifert@ifrance.com"
398,"1537","Rodriguez-Hansen","Intuitive cohesive groupware","8800","8800","canceled",94,"US","USD","2021-09-15","2021-10-26","cat5","subcat5","1537","Nuray","Anguillara","nuray.anguillara@yahoo.co.uk"
2554,"2116","Williams LLC","Up-sized high-level access","69900","69900","successful",1354,"GB","GBP","2021-11-17","2021-11-28","cat3","subcat3","2116","Beate","Morgan","beate.morgan@gmail.com"
2293,"5102","Cooper, Stanley and Bryant","Phased empowering success","1000","1000","successful",48,"US","USD","2021-06-07","2021-11-30","cat3","subcat3","5102","Mario","Rees","mario.rees@gmx.de"
2978,"5815","Miller, Glenn and Adams","Distributed actuating project","4700","4700","successful",110,"US","USD","2021-03-22","2021-06-09","cat1","subcat1","5815","Galasso","Junken","galasso.junken@yahoo.co.uk"
1443,"4250","Cole, Salazar and Moreno","Robust motivating orchestration","3200","3200","successful",172,"US","USD","2020-02-01","2021-02-08","cat5","subcat7","4250","Luca","Moses","luca.moses@franke.de"
342,"4533","Jones-Ryan","Vision-oriented uniform instruction set","6700","6700","successful",307,"US","USD","2021-03-27","2021-10-09","cat2","subcat8","4533","Aurelio","Gertz","aurelio.gertz@hewitt.net"
1719,"3329","Hood, Perez and Meadows","Cross-group upward-trending hierarchy","100","100","failed",1,"US","USD","2020-04-04","2021-03-11","cat2","subcat2","3329","Uberto","Steele","uberto.steele@outlook.com"
2004,"3606","Bright and Sons","Object-based needs-based info-mediaries","6000","6000","successful",160,"US","USD","2021-10-23","2021-11-20","cat2","subcat6","3606","Annie","Hunter","annie.hunter@allen.co.uk"
784,"4749","Brady Ltd","Open-source reciprocal standardization","4900","4900","failed",31,"US","USD","2020-09-28","2021-03-31","cat7","subcat12","4749","Jo","Mccarty","jo.mccarty@hotmail.com"
3061,"2222","Collier LLC","Secured well-modulated projection","17100","17100","successful",1467,"CA","CAD","2020-09-09","2021-09-05","cat2","subcat8","2222","Eitel","Lombard","eitel.lombard@thomas.net"
559,"1939","Campbell, Thomas and Obrien","Multi-channeled secondary middleware","171000","171000","successful",2662,"CA","CAD","2021-07-15","2021-10-23","cat6","subcat14","1939","Susan","Vigliotti","susan.vigliotti@yahoo.co.uk"
978,"2456","Moses-Terry","Horizontal clear-thinking framework","23400","23400","successful",452,"AU","AUD","2021-04-06","2021-07-20","cat4","subcat4","2456","Jacqueline","Germano","jacqueline.germano@valette.fr"
1387,"2794","Williams and Sons","Profound composite core","2400","2400","successful",158,"US","USD","2021-06-29","2021-10-21","cat1","subcat1","2794","Fidel","Ruppert","fidel.ruppert@yahoo.co.uk"
499,"2648","Miranda, Gray and Hale","Programmable disintermediate matrices","5300","5300","successful",225,"CH","CHF","2021-08-30","2021-12-03","cat5","subcat13","2648","Margaret","Eigenwillig","margaret.eigenwillig@yahoo.com"
1439,"2545","Ayala, Crawford and Taylor","Realigned 5thgeneration knowledge user","4000","4000","failed",35,"US","USD","2021-02-16","2022-01-17","cat1","subcat1","2545","Yvette","Harding","yvette.harding@yahoo.co.uk"
3130,"3273","Martinez Ltd","Multi-layered upward-trending groupware","7300","7300","failed",63,"US","USD","2020-10-31","2021-11-12","cat4","subcat4","3273","Federigo","Karge","federigo.karge@bohlander.com"
1526,"6155","Lee PLC","Re-contextualized leadingedge firmware","2000","2000","successful",65,"US","USD","2021-02-02","2021-09-17","cat3","subcat9","6155","Guenther","Armenta","guenther.armenta@free.fr"
1229,"6064","Young, Ramsey and Powell","Devolved disintermediate analyzer","8800","8800","successful",163,"US","USD","2020-12-26","2021-09-07","cat4","subcat4","6064","Coriolano","Higgins","coriolano.higgins@murphy.org.au"
780,"1729","Lewis and Sons","Profound disintermediate open system","3500","3500","successful",85,"US","USD","2021-05-12","2021-08-12","cat4","subcat4","1729","Felix","Rubio","felix.rubio@ebert.de"
936,"4969","Davis-Johnson","Automated reciprocal protocol","1400","1400","successful",217,"US","USD","2020-08-22","2021-08-03","cat5","subcat20","4969","Melanie","Leveque","melanie.leveque@fleury.net"
2820,"3402","Stevenson-Thompson","Automated static workforce","4200","4200","successful",150,"US","USD","2021-01-25","2021-02-21","cat5","subcat13","3402","Abbie","Galeati","abbie.galeati@ubaldi.it"
3118,"2810","Ellis, Smith and Armstrong","Horizontal attitude-oriented help-desk","81000","81000","successful",3272,"US","USD","2021-07-01","2021-10-21","cat4","subcat4","2810","Vittorio","Caccioppoli","vittorio.caccioppoli@yahoo.com"
750,"2217","Jackson-Brown","Versatile 5thgeneration matrices","182800","182800","canceled",898,"US","USD","2021-06-28","2021-12-17","cat8","subcat15","2217","Biagio","Valenzuela","biagio.valenzuela@robinson.info"
2948,"5140","Kane, Pruitt and Rivera","Cross-platform next generation service-desk","4800","4800","successful",300,"US","USD","2021-11-23","2022-01-14","cat1","subcat1","5140","Dario","Green","dario.green@live.com"
1818,"4497","Wood, Buckley and Meza","Front-line web-enabled installation","7000","7000","successful",126,"US","USD","2020-09-23","2021-04-29","cat4","subcat4","4497","Alwina","Textor","alwina.textor@poste.it"
1715,"5100","Brown-Williams","Multi-channeled responsive product","161900","161900","failed",526,"US","USD","2020-06-08","2021-04-07","cat5","subcat7","5100","Diether","Baeza","diether.baeza@grupo.biz"
2667,"3390","Hansen-Austin","Adaptive demand-driven encryption","7700","7700","failed",121,"US","USD","2020-05-11","2021-03-18","cat4","subcat4","3390","Sole","Trevino","sole.trevino@hotmail.com"
2818,"1926","Santana-George","Re-engineered client-driven knowledge user","71500","71500","successful",2320,"US","USD","2021-03-16","2021-06-26","cat4","subcat4","1926","Darren","Bernardi","darren.bernardi@brooks-martin.com"
175,"3264","Davis LLC","Compatible logistical paradigm","4700","4700","successful",81,"AU","AUD","2021-08-22","2021-10-12","cat5","subcat23","3264","Martina","Heser","martina.heser@morellato.it"
2701,"2573","Vazquez, Ochoa and Clark","Intuitive value-added installation","42100","42100","successful",1887,"US","USD","2020-07-17","2021-04-11","cat8","subcat15","2573","Bethan","Giacometti","bethan.giacometti@gmail.com"
338,"3628","Chung-Nguyen","Managed discrete parallelism","40200","40200","successful",4358,"US","USD","2020-03-21","2021-03-07","cat8","subcat15","3628","Ethan","Duhamel","ethan.duhamel@sfr.fr"
1372,"3826","Mueller-Harmon","Implemented tangible approach","7900","7900","failed",67,"US","USD","2020-12-25","2021-12-16","cat2","subcat2","3826","Corrado","Warren","corrado.warren@hotmail.com.au"
399,"5983","Dixon, Perez and Banks","Re-engineered encompassing definition","8300","8300","failed",57,"CA","CAD","2021-12-29","2022-01-16","cat8","subcat15","5983","Damian","Pulido","damian.pulido@yahoo.de"
2734,"5678","Estrada Group","Multi-lateral uniform collaboration","163600","163600","failed",1229,"US","USD","2020-11-08","2021-01-22","cat1","subcat1","5678","Dino","Osborne","dino.osborne@despacho.com"
2663,"2093","Lutz Group","Enterprise-wide foreground paradigm","2700","2700","failed",12,"IT","EUR","2020-09-07","2021-07-05","cat2","subcat17","2093","Nicolaus","Bernetti","nicolaus.bernetti@aol.de"
2951,"5333","Ortiz Inc","Stand-alone incremental parallelism","1000","1000","successful",53,"US","USD","2021-02-27","2021-03-03","cat6","subcat10","5333","Gianna","Carroll","gianna.carroll@perez.com"
733,"5139","Craig, Ellis and Miller","Persevering 5thgeneration throughput","84500","84500","successful",2414,"US","USD","2021-01-11","2021-06-17","cat2","subcat6","5139","Grit","Knight","grit.knight@web.de"
374,"3173","Charles Inc","Implemented object-oriented synergy","81300","81300","failed",452,"US","USD","2020-12-24","2021-12-18","cat4","subcat4","3173","Erin","Weinhold","erin.weinhold@hotmail.fr"
1949,"3333","White-Rosario","Balanced demand-driven definition","800","800","successful",80,"US","USD","2021-01-18","2021-09-25","cat4","subcat4","3333","Craig","Jordan","craig.jordan@gmail.com"
48,"2262","Simmons-Villarreal","Customer-focused mobile Graphic Interface","3400","3400","successful",193,"US","USD","2020-06-26","2021-06-10","cat5","subcat13","2262","Homero","Respighi","homero.respighi@gmail.com"
3020,"1531","Strickland Group","Horizontal secondary interface","170800","170800","failed",1886,"US","USD","2020-05-17","2021-04-25","cat4","subcat4","1531","Fanny","Pertile","fanny.pertile@gmail.com"
749,"4881","Lynch Ltd","Virtual analyzing collaboration","1800","1800","successful",52,"US","USD","2020-06-12","2021-04-30","cat4","subcat4","4881","Fridolin","Comboni","fridolin.comboni@graf.com"
1336,"3928","Sanders LLC","Multi-tiered explicit focus group","150600","150600","failed",1825,"US","USD","2021-02-01","2022-01-16","cat2","subcat8","3928","Hugh","Cantu","hugh.cantu@libero.it"
2390,"1803","Cooper LLC","Multi-layered systematic knowledgebase","7800","7800","failed",31,"US","USD","2021-03-13","2021-12-08","cat4","subcat4","1803","Alphons","Simmons","alphons.simmons@hotmail.com"
851,"2321","Palmer Ltd","Reverse-engineered uniform knowledge user","5800","5800","successful",290,"US","USD","2021-10-26","2021-11-09","cat4","subcat4","2321","Ludovico","Cafarchia","ludovico.cafarchia@gmail.com"
2394,"6234","Santos Group","Secured dynamic capacity","5600","5600","successful",122,"US","USD","2020-12-13","2021-04-30","cat2","subcat6","6234","Nico","Kaiser","nico.kaiser@almonte.com"
1062,"1422","Christian, Kim and Jimenez","Devolved foreground throughput","134400","134400","successful",1470,"US","USD","2021-07-11","2021-09-17","cat2","subcat8","1422","Kirsty","Lamy","kirsty.lamy@alonzi.it"
1024,"2660","Williams, Price and Hurley","Synchronized demand-driven infrastructure","3000","3000","successful",165,"CA","CAD","2020-12-13","2021-08-15","cat5","subcat5","2660","Joshua","Scheibe","joshua.scheibe@turci.org"
1261,"5361","Anderson, Parks and Estrada","Realigned discrete structure","6000","6000","successful",182,"US","USD","2020-11-02","2021-09-04","cat6","subcat19","5361","Carin","Pineau","carin.pineau@yahoo.com"
2029,"3420","Collins-Martinez","Progressive grid-enabled website","8400","8400","successful",199,"IT","EUR","2020-10-04","2021-07-20","cat5","subcat5","3420","Ellie","Galarza","ellie.galarza@pareto-cattaneo.net"
267,"4337","Barrett Inc","Organic cohesive neural-net","1700","1700","successful",56,"GB","GBP","2020-12-05","2021-12-04","cat5","subcat20","4337","Marion","Lira","marion.lira@ifrance.com"
3140,"2338","Adams-Rollins","Integrated demand-driven info-mediaries","159800","159800","failed",107,"US","USD","2021-03-25","2021-10-04","cat4","subcat4","2338","Aurelia","Angiolello","aurelia.angiolello@lord.com"
2599,"4140","Wright-Bryant","Reverse-engineered client-server extranet","19800","19800","successful",1460,"AU","AUD","2020-06-20","2021-05-23","cat1","subcat1","4140","Maura","Ravaglioli","maura.ravaglioli@yahoo.com"
1505,"2373","Berry-Cannon","Organized discrete encoding","8800","8800","failed",27,"US","USD","2020-11-10","2021-03-17","cat4","subcat4","2373","Brunhilde","Fletcher","brunhilde.fletcher@schomber.de"
2736,"1344","Davis-Gonzalez","Balanced regional flexibility","179100","179100","failed",1221,"US","USD","2020-05-11","2021-06-01","cat5","subcat5","1344","Ottfried","Marques","ottfried.marques@tyler-watson.info"
2444,"2141","Best-Young","Implemented multimedia time-frame","3100","3100","successful",123,"CH","CHF","2020-08-19","2021-06-02","cat2","subcat18","2141","Christelle","Blasi","christelle.blasi@morris-chan.com"
